               22        1    3    0    0    0 -0.501563898E+01  0.452390529E+01  0.500547514E+01  0.840696942E+01  0.253652606E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.915453249E-01  0.349457740E-02  0.249119080E+04  0.249119098E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.405128235E-02  0.324672293E-01 -0.250304835E+04  0.250304853E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.874940426E-01 -0.359618067E-01  0.118575563E+02  0.257604936E+02  0.228690279E+02 0. 9.
               22        1    3    0    0    0  0.528635625E+01 -0.616168232E+00  0.172939615E+02  0.180943729E+02  0.105619700E-05 0. 9.
               22        1    3    0    0    0 -0.537385029E+01  0.580206425E+00 -0.543640512E+01  0.766612073E+01  0.737268739E-06 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.118542179E-01 -0.386740510E-01  0.249156323E+04  0.249156341E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.250847025E-02  0.627616382E-01 -0.250395146E+04  0.250395164E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.934574767E-02 -0.240875873E-01  0.123882331E+02  0.244849506E+02  0.211197495E+02 0. 9.
               22        1    3    0    0    0  0.530623591E+01  0.908403429E+01  0.705941836E+01  0.126693017E+02  0.468797257E-05 0. 9.
               22        1    3    0    0    0 -0.531558166E+01 -0.910812187E+01  0.532881475E+01  0.118156489E+02  0.452249629E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.265574848E-01  0.423942628E-01  0.247719984E+04  0.247720002E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.236993163E-01  0.874825762E-01 -0.250203723E+04  0.250203740E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.285816852E-02 -0.129876839E+00  0.248373824E+02  0.407625733E+02  0.323214316E+02 0. 9.
               22        1    3    0    0    0  0.295865508E+01 -0.709925553E+01  0.304067313E+02  0.313643489E+02  0.192265405E-05 0. 9.
               22        1    3    0    0    0 -0.295579692E+01  0.696937869E+01 -0.556934895E+01  0.939822443E+01  0.988431212E-06 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.232052857E+00 -0.344770640E-01  0.248903914E+04  0.248903933E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.213590789E-01  0.717214503E-03 -0.250297054E+04  0.250297071E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.210693778E+00  0.337598495E-01  0.139313946E+02  0.279899592E+02  0.242756777E+02 0. 9.
               22        1    3    0    0    0 -0.861719264E+01 -0.133319081E+01 -0.284779887E+01  0.917296927E+01  0.274699178E-05 0. 9.
               22        1    3    0    0    0  0.840649887E+01  0.136695066E+01  0.167791934E+02  0.188169899E+02  0.398950589E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.300053320E-01  0.317598460E-01  0.247616377E+04  0.247616394E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.369632616E-01  0.613815945E-01 -0.246908077E+04  0.246908095E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.695792962E-02 -0.931414406E-01 -0.708299624E+01  0.747551059E+02  0.744187362E+02 0. 9.
               22        1    3    0    0    0 -0.220430682E+01  0.299656604E+02 -0.255212762E+02  0.394225229E+02  0.647952112E-05 0. 9.
               22        1    3    0    0    0  0.221126475E+01 -0.300588018E+02  0.184382799E+02  0.353325831E+02  0.613660141E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.312665063E-01 -0.504786506E-03  0.248411899E+04  0.248411917E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.487493721E-02  0.151205429E-02 -0.250550242E+04  0.250550259E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.361414435E-01 -0.100726778E-02  0.213834307E+02  0.303782404E+02  0.215774204E+02 0. 9.
               22        1    3    0    0    0  0.522696885E+01 -0.237393967E+01 -0.217445926E+01  0.613881634E+01  0.195062973E-05 0. 9.
               22        1    3    0    0    0 -0.519082741E+01  0.237293240E+01  0.235578900E+02  0.242394240E+02  0.403202403E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.790509469E-02  0.715851414E-03  0.250621255E+04  0.250621273E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.698171032E-01 -0.278734660E+00 -0.248333662E+04  0.248333682E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.619120085E-01  0.278018808E+00 -0.228759308E+02  0.304504538E+02  0.200957905E+02 0. 9.
               22        1    3    0    0    0 -0.777933284E+01  0.282068953E+01 -0.201258637E+02  0.217606227E+02  0.591799387E-05 0. 9.
               22        1    3    0    0    0  0.784124485E+01 -0.254267072E+01 -0.275006709E+01  0.868983108E+01  0.348266629E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.336682611E-02  0.134582599E-01  0.250542720E+04  0.250542738E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.981616878E-01  0.361761305E-01 -0.248535945E+04  0.248535963E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.947948617E-01 -0.496343904E-01 -0.200677484E+02  0.292129936E+02  0.212290608E+02 0. 9.
               22        1    3    0    0    0  0.274823660E+01 -0.101058141E+02 -0.127317627E+02  0.164856927E+02  0.473819437E-05 0. 9.
               22        1    3    0    0    0 -0.265344173E+01  0.100561797E+02 -0.733598571E+01  0.127273009E+02  0.409117615E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.116244022E-01 -0.114154390E-01  0.250336457E+04  0.250336475E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.525869255E+00  0.340217539E+00 -0.246442308E+04  0.246442334E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.537493657E+00 -0.328802100E+00 -0.389414862E+02  0.522119134E+02  0.347742368E+02 0. 9.
               22        1    3    0    0    0 -0.565472147E+01  0.141004706E+02 -0.319567228E+02  0.353840540E+02  0.571023696E-05 0. 9.
               22        1    3    0    0    0  0.511722782E+01 -0.144292727E+02 -0.698476341E+01  0.168278594E+02  0.369500726E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.199351427E-01  0.167672327E-01  0.247110565E+04  0.247110582E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.117561108E-02 -0.146162448E+00 -0.249518460E+04  0.249518478E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.211107538E-01  0.129395215E+00  0.240789533E+02  0.537093976E+02  0.480092305E+02 0. 9.
               22        1    3    0    0    0  0.137721767E+02  0.623641196E+01 -0.884118776E+01  0.175137742E+02  0.533120150E-05 0. 9.
               22        1    3    0    0    0 -0.137510660E+02 -0.610701674E+01  0.329201410E+02  0.361956234E+02  0.772012465E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.224649726E-01  0.295341138E-02  0.250492317E+04  0.250492334E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.168338686E+00  0.150352040E+00 -0.248089421E+04  0.248089440E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.145873713E+00 -0.153305451E+00 -0.240289594E+02  0.341822620E+02  0.243103140E+02 0. 9.
               22        1    3    0    0    0 -0.499694298E+01  0.713711400E+01 -0.238847531E+02  0.254241866E+02  0.357329721E-05 0. 9.
               22        1    3    0    0    0  0.485106927E+01 -0.729041945E+01 -0.144206260E+00  0.875807537E+01  0.198582783E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.155811154E-01  0.992784742E-02  0.248799762E+04  0.248799780E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.749798184E-02 -0.382561889E-02 -0.249110600E+04  0.249110618E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.230790972E-01 -0.610222853E-02  0.310838311E+01  0.408960267E+02  0.407777192E+02 0. 9.
               22        1    3    0    0    0 -0.154179029E+02 -0.461801039E+01  0.141232968E+02  0.214127359E+02  0.356034864E-05 0. 9.
               22        1    3    0    0    0  0.153948238E+02  0.461190816E+01 -0.110149137E+02  0.194832908E+02  0.339275586E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.122296498E-01 -0.221304694E-01  0.244872293E+04  0.244872311E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.173932394E+00  0.137297868E-01 -0.248346733E+04  0.248346751E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.186162044E+00  0.840068259E-02  0.347443993E+02  0.878093759E+02  0.806429072E+02 0. 9.
               22        1    3    0    0    0  0.273757847E+02  0.276229196E+02  0.553823500E+01  0.392827103E+02  0.463538697E-05 0. 9.
               22        1    3    0    0    0 -0.271896227E+02 -0.276145190E+02  0.292061643E+02  0.485266656E+02  0.512461311E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.109093446E+00 -0.150379400E+00  0.250463022E+04  0.250463041E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.544338552E+00  0.361646769E+00 -0.248600062E+04  0.248600088E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.435245106E+00 -0.211267369E+00 -0.186296053E+02  0.293687130E+02  0.226985690E+02 0. 9.
               22        1    3    0    0    0  0.481802118E+01 -0.790686821E+01 -0.853242047E+00  0.929838238E+01  0.276824916E-05 0. 9.
               22        1    3    0    0    0 -0.525326628E+01  0.769560084E+01 -0.177763633E+02  0.200703306E+02  0.421847636E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.741158082E-02 -0.697020339E-01  0.249969238E+04  0.249969256E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.161951854E-01 -0.228250377E-01 -0.249452431E+04  0.249452448E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.236067662E-01  0.925270716E-01 -0.516807735E+01  0.257829582E+02  0.252595090E+02 0. 9.
               22        1    3    0    0    0  0.104188077E+02 -0.613840361E+01 -0.618098213E+01  0.135807251E+02  0.175606249E-05 0. 9.
               22        1    3    0    0    0 -0.104424145E+02  0.623093068E+01  0.101290478E+01  0.122022332E+02  0.166466713E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.129302688E-01 -0.674665394E-03  0.249002517E+04  0.249002534E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.216207564E-01  0.211220954E-02 -0.250390797E+04  0.250390815E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.869048754E-02 -0.143754414E-02  0.138828068E+02  0.260665067E+02  0.220619666E+02 0. 9.
               22        1    3    0    0    0  0.494807979E+01  0.990383511E+00  0.185270273E+02  0.192019554E+02  0.237597602E-05 0. 9.
               22        1    3    0    0    0 -0.495677028E+01 -0.991821055E+00 -0.464422049E+01  0.686455130E+01  0.140545680E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.119040023E-01 -0.579571178E-02  0.249136887E+04  0.249136904E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.204286446E-02 -0.802193427E-03 -0.250374410E+04  0.250374428E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.139468667E-01  0.659790520E-02  0.123752334E+02  0.248866821E+02  0.215916721E+02 0. 9.
               22        1    3    0    0    0 -0.654129877E+01  0.200061883E+01  0.158243600E+02  0.172395312E+02  0.453778894E-05 0. 9.
               22        1    3    0    0    0  0.652735190E+01 -0.199402093E+01 -0.344912663E+01  0.764715090E+01  0.298380637E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.553668456E-01 -0.420249216E-01  0.250449241E+04  0.250449258E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.388253915E+00 -0.377044456E-01 -0.247887413E+04  0.247887434E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.332887069E+00  0.797293672E-01 -0.256182758E+02  0.366330766E+02  0.261833740E+02 0. 9.
               22        1    3    0    0    0 -0.394489256E+01  0.123894900E+02 -0.147614152E+02  0.196713247E+02  0.495561634E-05 0. 9.
               22        1    3    0    0    0  0.427777963E+01 -0.123097606E+02 -0.108568607E+02  0.169617519E+02  0.454131070E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.784306822E-02 -0.146246489E-01  0.250287582E+04  0.250287599E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.333869560E-01 -0.970664950E-03 -0.247819640E+04  0.247819658E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.412300242E-01  0.155953139E-01 -0.246794178E+02  0.389274267E+02  0.301043011E+02 0. 9.
               22        1    3    0    0    0 -0.105563638E+02 -0.105654847E+02 -0.148580996E+02  0.210672592E+02  0.354635114E-05 0. 9.
               22        1    3    0    0    0  0.105151338E+02  0.105810801E+02 -0.982131816E+01  0.178601675E+02  0.320537797E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.477614956E-01  0.125865083E+00  0.250566798E+04  0.250566816E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.185248117E-01  0.118365010E-01 -0.248559609E+04  0.248559627E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.662863073E-01 -0.137701584E+00 -0.200718910E+02  0.287355649E+02  0.205627948E+02 0. 9.
               22        1    3    0    0    0  0.340232897E+01  0.529302533E+01 -0.213302753E+02  0.222389884E+02  0.587612323E-05 0. 9.
               22        1    3    0    0    0 -0.333604267E+01 -0.543072692E+01  0.125838433E+01  0.649657653E+01  0.302754047E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.513249910E-02  0.919766709E-02  0.250512112E+04  0.250512130E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.552777497E-03 -0.138158084E+00 -0.248080359E+04  0.248080377E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.457972160E-02  0.128960417E+00 -0.243175366E+02  0.340749344E+02  0.238692672E+02 0. 9.
               22        1    3    0    0    0 -0.587081024E+01 -0.686338643E+01 -0.106389542E+01  0.909419373E+01  0.255953199E-05 0. 9.
               22        1    3    0    0    0  0.586623051E+01  0.699234685E+01 -0.232536412E+02  0.249807406E+02  0.450084141E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.461228514E-01  0.829441782E-02  0.248673082E+04  0.248673100E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.274066718E+00 -0.110336751E+00 -0.249645023E+04  0.249645042E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.227943867E+00  0.102042333E+00  0.971940933E+01  0.368185788E+02  0.355116665E+02 0. 9.
               22        1    3    0    0    0  0.418615013E+01 -0.141109979E+02  0.151257992E+02  0.211053054E+02  0.375698436E-05 0. 9.
               22        1    3    0    0    0 -0.395820626E+01  0.142130402E+02 -0.540638988E+01  0.157132734E+02  0.324694901E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.696144268E-01  0.181322044E+00  0.248034044E+04  0.248034063E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.385517579E-02 -0.264077786E-02 -0.250317458E+04  0.250317475E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.657592510E-01 -0.178681266E+00  0.228341327E+02  0.364846190E+02  0.284551147E+02 0. 9.
               22        1    3    0    0    0  0.445936206E+01 -0.263867947E+01 -0.557572382E+01  0.761165130E+01  0.271250254E-05 0. 9.
               22        1    3    0    0    0 -0.452512131E+01  0.245999820E+01  0.284098565E+02  0.288729677E+02  0.534883195E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.782309563E-01  0.792621156E-02  0.250330068E+04  0.250330086E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.614897590E-02 -0.159030555E-01 -0.249188765E+04  0.249188783E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.843799322E-01  0.797684396E-02 -0.114130320E+02  0.248113124E+02  0.220303595E+02 0. 9.
               22        1    3    0    0    0 -0.229051158E+01  0.494961599E+01 -0.164718709E+02  0.173513018E+02  0.351755790E-05 0. 9.
               22        1    3    0    0    0  0.237489151E+01 -0.494163915E+01  0.505883893E+01  0.746001062E+01  0.229381101E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.329719946E-02  0.178126625E-01  0.250205353E+04  0.250205370E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.605519943E-01  0.146737533E-01 -0.248908632E+04  0.248908650E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.638491938E-01 -0.324864158E-01 -0.129672088E+02  0.288597999E+02  0.257824440E+02 0. 9.
               22        1    3    0    0    0  0.222025822E+01 -0.999140658E+01  0.231341882E+01  0.104933149E+02  0.359090160E-05 0. 9.
               22        1    3    0    0    0 -0.215640902E+01  0.995892016E+01 -0.152806276E+02  0.183664850E+02  0.479419244E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.681263082E-02  0.103480697E-01  0.250126863E+04  0.250126880E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.348648746E-01  0.585212651E-01 -0.248575041E+04  0.248575059E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.280522438E-01 -0.688693348E-01 -0.155182162E+02  0.329806084E+02  0.291015458E+02 0. 9.
               22        1    3    0    0    0 -0.147532790E+00  0.540626116E+01  0.754087428E+01  0.927977428E+01  0.353954827E-05 0. 9.
               22        1    3    0    0    0  0.175585034E+00 -0.547513050E+01 -0.230590905E+02  0.237008341E+02  0.566647943E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.345799719E-01  0.103907273E-01  0.250407035E+04  0.250407053E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.976554009E-01  0.690185512E-01 -0.247713417E+04  0.247713435E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.630754290E-01 -0.794092785E-01 -0.269361798E+02  0.387951239E+02  0.279194120E+02 0. 9.
               22        1    3    0    0    0  0.796408146E+01  0.684847161E+01 -0.262396685E+02  0.282639056E+02  0.703839751E-05 0. 9.
               22        1    3    0    0    0 -0.790100604E+01 -0.692788088E+01 -0.696511312E+00  0.105312183E+02  0.408628857E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.170044147E+00 -0.214238250E+00  0.244668757E+04  0.244668776E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.244658254E+00  0.323471944E+00 -0.244418196E+04  0.244418218E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.414702401E+00 -0.109233695E+00 -0.250560564E+01  0.129130060E+03  0.129105036E+03 0. 9.
               22        1    3    0    0    0 -0.424937945E+02 -0.484538392E+02 -0.171711884E+00  0.644478595E+02  0.256784668E-05 0. 9.
               22        1    3    0    0    0  0.429084969E+02  0.483446056E+02 -0.233389376E+01  0.646822004E+02  0.223656452E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.648997338E-02  0.164459099E-01  0.248173931E+04  0.248173949E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.210391868E-01 -0.236919544E-01 -0.250554961E+04  0.250554979E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.145492134E-01  0.724604446E-02  0.238103031E+02  0.327107277E+02  0.224290193E+02 0. 9.
               22        1    3    0    0    0 -0.750158745E+01  0.655668109E+01  0.194013032E+02  0.218099621E+02  0.236623683E-05 0. 9.
               22        1    3    0    0    0  0.751613667E+01 -0.654943504E+01  0.440899990E+01  0.109007656E+02  0.154052353E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.131818366E-02  0.467930265E-01  0.246728415E+04  0.246728433E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.198203815E-01  0.102006478E-01 -0.250375143E+04  0.250375161E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.211385652E-01 -0.569936743E-01  0.364672801E+02  0.489640574E+02  0.326743432E+02 0. 9.
               22        1    3    0    0    0  0.132186152E+01 -0.129614906E+02  0.343083794E+01  0.134728693E+02  0.411590465E-05 0. 9.
               22        1    3    0    0    0 -0.130072296E+01  0.129044970E+02  0.330364422E+02  0.354911881E+02  0.715941483E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.153709787E-01 -0.791768900E-01  0.248076026E+04  0.248076044E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.716368084E-02 -0.685197466E-02 -0.249935839E+04  0.249935856E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.225346596E-01  0.860288646E-01  0.185981284E+02  0.398809969E+02  0.352788268E+02 0. 9.
               22        1    3    0    0    0 -0.103740265E+02 -0.140259606E+01 -0.675295011E+01  0.124575294E+02  0.415355000E-05 0. 9.
               22        1    3    0    0    0  0.103514919E+02  0.148862492E+01  0.253510786E+02  0.274234675E+02  0.621490974E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.541631981E-01 -0.169424890E+00  0.248818629E+04  0.248818648E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.823064477E-02  0.218598480E-01 -0.250532056E+04  0.250532074E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.623938429E-01  0.147565042E+00  0.171342690E+02  0.264927847E+02  0.202054151E+02 0. 9.
               22        1    3    0    0    0 -0.223639133E+01  0.678210474E+01 -0.844951987E+00  0.719112889E+01  0.639188605E-06 0. 9.
               22        1    3    0    0    0  0.229878517E+01 -0.663453970E+01  0.179792210E+02  0.193016558E+02  0.111071140E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.137032099E-01  0.172049456E-01  0.248625785E+04  0.248625803E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.398557478E-02  0.245176648E-02 -0.250149804E+04  0.250149822E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.176887847E-01 -0.196567121E-01  0.152401910E+02  0.322437501E+02  0.284147022E+02 0. 9.
               22        1    3    0    0    0  0.812431590E+01 -0.989838235E+01  0.146403813E+02  0.194505333E+02  0.286846385E-05 0. 9.
               22        1    3    0    0    0 -0.810662712E+01  0.987872564E+01  0.599809705E+00  0.127932168E+02  0.230231379E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.182720387E+00  0.163547579E-01  0.247334170E+04  0.247334188E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.118793459E-01 -0.135696478E-01 -0.247106619E+04  0.247106637E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.170841041E+00 -0.278511005E-02 -0.227550345E+01  0.755917464E+02  0.755572962E+02 0. 9.
               22        1    3    0    0    0  0.267919627E+01 -0.333644406E+02  0.163771984E+02  0.372636098E+02  0.451925467E-05 0. 9.
               22        1    3    0    0    0 -0.285003731E+01  0.333616555E+02 -0.186527018E+02  0.383281366E+02  0.455498056E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.360611300E-02  0.135180802E-01  0.249274293E+04  0.249274311E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.542700623E-01 -0.343526560E-01 -0.249086073E+04  0.249086091E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.578761754E-01  0.208345758E-01 -0.188219982E+01  0.363959777E+02  0.363472245E+02 0. 9.
               22        1    3    0    0    0  0.127162817E+02 -0.107140451E+02 -0.832039134E+01  0.185936413E+02  0.144041133E-05 0. 9.
               22        1    3    0    0    0 -0.126584056E+02  0.107348796E+02  0.643819152E+01  0.178023364E+02  0.136961046E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.279536476E-02  0.325416591E-02  0.250021217E+04  0.250021235E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.466436033E+00 -0.526231689E+00 -0.248569791E+04  0.248569819E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.469231397E+00  0.522977523E+00 -0.145142571E+02  0.340894639E+02  0.308372211E+02 0. 9.
               22        1    3    0    0    0 -0.118548409E+02 -0.912028432E+01 -0.303007994E+01  0.152610033E+02  0.695103633E-06 0. 9.
               22        1    3    0    0    0  0.113856095E+02  0.964326185E+01 -0.114841771E+02  0.188284605E+02  0.790744970E-06 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.173122359E-01  0.369488641E-01  0.246954379E+04  0.246954397E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.343974551E+00 -0.158222376E+00 -0.250259520E+04  0.250259540E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.361286787E+00  0.121273512E+00  0.330514044E+02  0.478606305E+02  0.346135723E+02 0. 9.
               22        1    3    0    0    0  0.858917469E+01  0.963626531E+00 -0.426537884E+01  0.963825475E+01  0.189988344E-05 0. 9.
               22        1    3    0    0    0 -0.822788791E+01 -0.842353019E+00  0.373167833E+02  0.382223758E+02  0.395372485E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
